"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"02319-05","STRANIERO A PASO BRAVO, Uno","-","-","-"
"02321-05","LEONE DI TEBE","-","-","-"
"02321-06","LEONE DI TEBE","-","-","-"
"02321-01","GIORNI DELL'IRA","-","-","-"
"02321-03e04","GIORNI DELL'IRA","-","-","-"
"02321-02","GIORNI DELL'IRA","-","-","-"
"02320-05","-","-","-","-"
"02320-06","-","-","-","-"
"02320-07","-","-","-","-"
"02320-08","-","-","-","-"
"02322-05","BANDIDOS","-","-","-"
"02322-06","BANDIDOS","-","-","-"
"02321-07e08","LEONE DI TEBE","-","-","-"
"02318-05","WANTED","-","-","-"
"02318-06","WANTED","-","-","-"
"02318-07e08","WANTED","-","-","-"
"02322-07e08","BANDIDOS","-","-","-"
"02318-01","MORTE NON CONTA I DOLLARI, La","-","-","-"
"02318-03e04","MORTE NON CONTA I DOLLARI, La","-","-","-"
"02318-02","MORTE NON CONTA I DOLLARI, La","-","-","-"
"02322-03e04","BUFFALO BILL L'EROE DEL FAR WEST","-","-","-"
"02336-03e04","-","-","-","-"
"02328-03e04","SUO NOME ERA POT MA LO CHIAMAVANO ALLEGRIA, Il","-","-","-"
"02319-01","-","-","-","-"
"02319-03e04","-","-","-","-"
"02319-02","-","-","-","-"
"02330-02","-","-","-","-"
"02330-01","-","-","-","-"
"02322-02","BUFFALO BILL L'EROE DEL FAR WEST","-","-","-"
"02333-05","-","-","-","-"
"02322-01","BUFFALO BILL L'EROE DEL FAR WEST","-","-","-"
"02336-09","-","-","-","-"
"02325-03","-","-","-","-"
"02325-04","-","-","-","-"
"02325-06","MILLE DOLLARI SUL NERO","-","-","-"
"02332-05","PER UN DOLLARO DI GLORIA","-","-","-"
"02332-06","PER UN DOLLARO DI GLORIA","-","-","-"
"02334-01","TWINKY","-","-","-"
"02334-02","TWINKY","-","-","-"
"02335-05","-","-","-","-"
"02348-02","-","-","-","-"
"02324-05","SCHIAVA IO CE L'HO E TU NO, La","-","-","-"
"02324-06","SCHIAVA IO CE L'HO E TU NO, La","-","-","-"
"02324-07e08","SCHIAVA IO CE L'HO E TU NO, La","-","-","-"
"02328-01","SUO NOME ERA POT MA LO CHIAMAVANO ALLEGRIA, Il","-","-","-"
"02328-02","SUO NOME ERA POT MA LO CHIAMAVANO ALLEGRIA, Il","-","-","-"
"02330-05","-","-","-","-"
"02333-09","-","-","-","-"
"02338-01","-","-","-","-"
"02338-02","-","-","-","-"
"02338-03e04","-","-","-","-"
"02336-05","-","-","-","-"
"02336-06","-","-","-","-"
"02327-05","-","-","-","-"
"02327-06","-","-","-","-"
"02327-07e08","-","-","-","-"
"02326-05","-","-","-","-"
"02326-06","-","-","-","-"
"02326-07","-","-","-","-"
"02327-01","-","-","-","-"
"02327-02","-","-","-","-"
"02327-03e04","-","-","-","-"
"02337-07e08","-","-","-","-"
"02337-05","-","-","-","-"
"02320-01","SPADA PER L'IMPERO, Una","-","-","-"
"02320-03e04","SPADA PER L'IMPERO, Una","-","-","-"
"02320-02","SPADA PER L'IMPERO, Una","-","-","-"
"02336-07e08","-","-","-","-"
"02330-06","-","-","-","-"
"02338-06","-","-","-","-"
"02326-01","<15=QUINDICI> FORCHE PER UN ASSASSINO","-","-","-"
"02326-02","<15=QUINDICI> FORCHE PER UN ASSASSINO","-","-","-"
"09319-04","-","-","06SET19","Fabricio Felice"
"02328-06","-","-","-","-"
"02328-08","-","-","-","-"
"02326-08","BADESSA DI CASTRO, La","-","-","-"
"02326-09","BADESSA DI CASTRO, La","-","-","-"
"02329-01","-","-","-","-"
"02329-02","-","-","-","-"
"02326-03e04","QUINDICI FORCHE PER UN ASSASSINO","-","-","-"
"02332-03e04","-","-","-","-"
"02161-05","-","-","-","-"
"02308-01","-","-","-","-"
"02161-06","-","-","-","-"
"02161-07e08","-","-","-","-"
"02150-07e08","-","-","-","-"
"02285-05e06","-","-","-","-"
"02150-05","-","-","-","-"
"02150-06","-","-","-","-"
"02158-01","ROY COLT E WINCHERTER JACK","-","-","-"
"02158-03e04","ROY COLT E WINCHERTER JACK","-","-","-"
"02158-02","ROY COLT E WINCHERTER JACK","-","-","-"
"02214-01","-","-","-","-"
"02214-02","-","-","-","-"
"02202-01e02","DINAGRUP","-","-","-"
"02162-01","-","-","-","-"
"02162-03","-","-","-","-"
"02162-02","-","-","-","-"
"02202-03e04","POVO DE ANTONIO MAIA, O","-","-","-"
"02205-01e02","-","-","-","-"
"02159-03","TUTTO PER TUTTO","-","-","-"
"02290-01e02","SER KRAHÔ","-","-","-"
"02159-04","TUTTO PER TUTTO","-","-","-"
"02212-01","DE SOL A SOL","-","-","-"
"02212-02","DE SOL A SOL","-","-","-"
"02285-03e04","NO VALE DO RIO DAS ANTAS","-","-","-"
"02152-03","-","-","-","-"
"02152-04","-","-","-","-"
"02152-05e06","-","-","-","-"
"02263-03","AMAZONAS","-","-","-"
"02263-04e07","-","-","-","-"
"02263-05,08e09","-","-","-","-"
"02263-06","-","-","-","-"
"02159-01","THRILLING","-","-","-"
"02159-02","THRILLING","-","-","-"
"02152-02","-","-","-","-"
"02157-06e07","-","-","-","-"
"02297-01","PSICODIAGNÓSTICO MIOCINÉTICO","-","-","-"
"02152-01","-","-","-","-"
"02157-05","-","-","-","-"
"02157-09e10","-","-","-","-"
"02157-03","PREGA A DIO E SCAVATI LA FOSSA","-","-","-"
"02187-01e02","IEMANJÁ : A RAINHA DO MAR","-","-","-"
"02157-04","PREGA A DIO E SCAVATI LA FOSSA","-","-","-"
"02156-05","UOMO CHIAMATO APOCALIPSE JOE, Un","-","-","-"
"02156-07e08","UOMO CHIAMATO APOCALIPSE JOE, Un","-","-","-"
"02156-06","UOMO CHIAMATO APOCALIPSE JOE, Un","-","-","-"
"02204-01","RIO CARNAVAL","-","-","-"
"02204-02","RIO CARNAVAL","-","-","-"
"02164-01e02","-","-","-","-"
"02151-01","-","-","-","-"
"02151-02","-","-","-","-"
"02163-03","MI VEDRAI TORNARE","-","-","-"
"02163-04","MI VEDRAI TORNARE","-","-","-"
"02198-01e02","ISHIBRAS. N.1","-","-","-"
"02198-03e04","ISHIBRAS. N.2","-","-","-"
"02198-05e06","ISHIBRAS. N.3","-","-","-"
"02198-07e08","ISHIBRAS. N. 2","-","-","-"
"02198-09","ISHIBRAS. N.3","-","-","-"
"02193-01e02","XARABOVALHA","-","-","-"
"02173-01e02","BLACK-SAMBA","-","-","-"
"02218-01","-","-","-","-"
"02218-02","-","-","-","-"
"02167-01","-","-","-","-"
"02167-02","-","-","-","-"
"02167-03","-","-","-","-"
"02167-05","-","-","-","-"
"02264-03","ISTO É SÃO PAULO","-","-","-"
"02168-01","-","-","-","-"
"02288-01","-","-","-","-"
"02288-02","-","-","-","-"
"02243-01","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02243-02","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02243-03","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02243-04","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02243-05","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02243-06","ETANOL : A ENERGIA PLANTADA","-","-","-"
"02240-01","JOVEM CLUBE MONTE LIBANO, O","-","-","-"
"02240-02","-","-","-","-"
"02171-01","-","-","-","-"
"02171-02","-","-","-","-"
"02166-05e06","-","-","-","-"
"02166-07","-","-","-","-"
"02282-03e04","ARTE DE HELIO JORGE CORDEIRO, A","-","-","-"
"02315-01","LAVAGEM DO CRISTO, A","-","-","-"
"02186-01e02","LAGUNA : REPÚBLICA DOS 100 DIAS","-","-","-"
"02287-01e02","-","-","-","-"
"02284-01e02","DEMOCRACIA CULTURAL","-","-","-"
"02170-03e04","-","-","-","-"
"02237-01e02","GRANDE EXPO-GOIÁS 71","-","-","-"
"02210-01e02","BANDEIRA","-","-","-"
"02244-01e02","PROGRAMA NOVA NITERÓI : A HUMANIZAÇÃO DE UMA CIDADE","-","-","-"
"02185-01","-","-","-","-"
"02197-01e02","-","-","-","-"
"02197-03e04","-","-","-","-"
"02203-03e04","PESCADORES DE PETRÓLEO","-","-","-"
"02165-01e02","AULA DE BELEZA, Uma","-","-","-"
"02165-03e04","VAMOS CONSTRUIR NOSSA NADJA","-","-","-"
"02166-03","-","-","-","-"
"02166-04","-","-","-","-"
"02189-01","TECNOLOGIA QUE ABRE CAMINHOS","-","-","-"
"02189-02","TECNOLOGIA QUE ABRE CAMINHOS","-","-","-"
"02189-03e04","TECNOLOGIA QUE ABRE CAMINHOS","-","-","-"
"02189-05","TECNOLOGIA QUE ABRE CAMINHOS","-","-","-"
"02220-01","BRASIL NO SEU TEMPO, O","-","-","-"
"02220-02","BRASIL NO SEU TEMPO, O","-","-","-"
"02220-03","BRASIL NO SEU TEMPO, O","-","-","-"
"02295-04","-","-","-","-"
"02295-05","-","-","-","-"
"02227-01","-","-","-","-"
"01516-01","-","89","-","-"
"01533-03","FEU DANS LA PEAU, Le","62MAR20","-","-"
"01516-02","-","89","-","-"
"01508-04","-","89","-","-"
"-","PISTOIA","-","-","-"
"-","-","-","-","-"
"-","SELSKAIA UTCHTELNITZA","-","-","-"
"-","-","-","-","-"
"01512-01","-","89","-","-"
"-","-","-","-","-"
"01515-02","-","89","-","-"
"01500-04","-","89","-","-"
"-","-","81OUT","-","-"
"01517-03","ONNA","89","-","-"
"-","-","-","-","-"
"01500-05","-","89","-","-"
"-","ANASTASIA DIE LETZTE ZARENTOCHTER","-","-","-"
"01516-03","-","89","-","-"
"01516-04e05","-","89","-","-"
"01508-05","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01506-04","-","89","-","-"
"01530-08","-","89","-","-"
"-","RUSALOCHKA","80","-","-"
"01508-06","-","89","-","-"
"-","JE SUIS UN HOMME","-","-","-"
"01510-04","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01500-06","-","89","-","-"
"01518-05","-","89","-","-"
"01512-02","-","89","-","-"
"00312-06","ISTO É BRASIL","-","-","-"
"01506-02","-","89","-","-"
"01512-04","-","89","-","-"
"01530-04","-","89","-","-"
"-","VOLGA VOLGA","-","-","-"
"-","UTCHITEL","-","-","-"
"01518-02","-","89","-","-"
"-","RADUGA","-","-","-"
"01508-02","-","89","-","-"
"01506-01","-","89","-","-"
"-","-","80","-","-"
"-","-","80","-","-"
"01512-06","-","89","-","-"
"01530-06","-","89","-","-"
"01515-04","-","89","-","-"
"01516-06","-","89","-","-"
"01506-06","-","89","-","-"
"01506-03","-","89","-","-"
"01528-04","-","89","-","-"
"-","-","80","-","-"
"-","-","80","-","-"
"01521-05","-","89","-","-"
"01506-05","-","89","-","-"
"01527-03","-","89","-","-"
"01516-07","-","89","-","-"
"-","-","80","-","-"
"01510-03","-","89","-","-"
"-","SUVOROV","-","-","-"
"00783-05","-","-","-","-"
"00783-11","-","-","-","-"
"00783-10","-","-","-","-"
"00783-07","-","-","-","-"
"00783-06","-","-","-","-"
"00783-12","-","-","-","-"
"00783-08","-","-","-","-"
"01508-03","-","89","-","-"
"-","SVIRNAKA I PASTOUKH","-","-","-"
"01510-02","-","89","-","-"
"01510-01","-","89","-","-"
"-","KOZLIONOK KOTORII CHTITAL BO DELIATI","80","-","-"
"01519-02","-","89","-","-"
"01515-03","-","89","-","-"
"01527-06","-","89","-","-"
"01531-06","-","89FEV","-","-"
"-","HLAVNY VYHRA","-","-","-"
"01518-07","-","89","-","-"
"01521-06","-","89","-","-"
"01515-01","-","89","-","-"
"01521-02","-","89","-","-"
"01518-06","-","89","-","-"
"01531-05","-","89FEV","-","-"
"01532-07","-","89FEV","-","-"
"00291-05","BRASIL PRECISA DO MAR, O","-","-","-"
"01525-03","-","89","-","-"
"-","SONHO ATRIBULADO, Um","78c.","-","-"
"01532-04","-","89FEV","-","-"
"01529-03","-","89","-","-"
"01520-05","-","89","-","-"
"-","NORTCHNOI ISVOZTCHIK","-","-","-"
"01532-08","-","89FEV","-","-"
"-","-","80","-","-"
"00743-01","-","-","-","-"
"00743-02","-","-","-","-"
"01127-04","-","-","-","-"
"01127-02","-","-","-","-"
"01127-03","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01127-06","-","-","-","-"
"-","PRAZDNINY S MINKOV","79OUT12","-","-"
"01520-08","-","89","-","-"
"-","-","-","-","-"
"-","-","80","-","-"
"01529-02","-","89","-","-"
"-","-","-","-","-"
"01525-04","SUGATA SANSHIRO","89","-","-"
"01519-05","ASAYAKE NO UTA","89","-","-"
"-","CAIS DO VÍCIO","-","-","-"
"01520-01","EKI","89","-","-"
"01519-06","-","89","-","-"
"01522-04","-","89","-","-"
"-","-","-","-","-"
"01520-06","-","89","-","-"
"-","-","-","-","-"
"01520-02","-","89","-","-"
"01519-09","-","89","-","-"
"-","SHCHORS","-","-","-"
"01521-04","-","89","-","-"
"04030-01a09","-","95FEV14","-","-"
"01086-04","-","-","-","-"
"-","-","-","-","-"
"01525-02","-","89","-","-"
"-","-","-","-","-"
"01520-03","-","89","-","-"
"-","-","-","-","-"
"01520-07","-","89","-","-"
"00314-05","-","-","-","-"
"00314-02","CIDADES DE AÇO, As","-","-","-"
"00315-05","CIDADES DE AÇO, As","-","-","-"
"00314-03","-","-","-","-"
"00315-04","CIDADES DE AÇO, As","85JUL","-","-"
"01520-04","-","89","-","-"
"00427-06","-","-","-","-"
"00309-05","-","-","-","-"
"00308-03","OXIGÊNIO, O","-","-","-"
"-","-","-","-","-"
"00439-05","-","-","-","-"
"00158-06","-","-","-","-"
"01554-03","-","89FEV","-","-"
"01555-03","-","89FEV","-","-"
"01553-08","-","89FEV","-","-"
"01555-06","-","89FEV","-","-"
"01522-05","-","89","-","-"
"00189-15","RUY BARBOSA","-","-","-"
"-","-","-","-","-"
"-","DRAGÃOZINHO MANSO : JONJÓCA, O","19831212","-","-"
"-","RUY BARBOSA","82FEV","-","-"
"01551-09","-","89FEV","-","-"
"01554-04","-","89FEV","-","-"
"01560-07","-","89","-","-"
"01086-03","ABENTEUER DES WERNER HOLT, Die","-","-","-"
"00743-08","-","-","-","-"
"01127-05","-","-","-","-"
"-","-","-","-","-"
"00783-13","-","-","-","-"
"01525-07","-","89","-","-"
"01530-01","-","89","-","-"
"01526-08","-","89","-","-"
"01527-09","-","89","-","-"
"01527-08","-","89","-","-"
"01521-03","-","89","-","-"
"01531-01","-","89FEV","-","-"
"01530-03","-","89","-","-"
"01530-05","RAUSCHENDE MELODIEN","89","-","-"
"-","MY IZ KRONSHTADTA","-","-","-"
"01529-01","-","89","-","-"
"01529-05","HONOHO NO GOTOKU","89","-","-"
"01529-08","-","89","-","-"
"-","CARROCINHA, A","-","-","-"
"01528-03","-","89","-","-"
"01125-02","ICH WAR 19","-","-","-"
"00783-14","-","-","-","-"
"01086-02","ABENTEUER DES WERNER HOLT, Die","-","-","-"
"01519-08","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01529-06","-","89","-","-"
"00430-07","-","-","-","-"
"01529-04","-","89","-","-"
"-","-","-","-","-"
"01522-06","-","89","-","-"
"01521-07","-","89","-","-"
"01528-02","-","89","-","-"
"01522-07","-","89","-","-"
"-","OBLOMOK IMPERII","-","-","-"
"-","-","-","-","-"
"01521-01","-","89","-","-"
"04147-06","BAL, Le","95JUL10","-","-"
"-","-","-","-","-"
"01529-07","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"01527-02","-","89","-","-"
"-","-","80","-","-"
"-","-","80","-","-"
"-","HIGH CHAPARRAL, The","80","-","-"
"-","-","80","-","-"
"-","-","80","-","-"
"01525-06","-","89","-","-"
"-","-","80","-","-"
"-","-","80","-","-"
"-","-","-","-","-"
"-","SUSANA E O PRESIDENTE","198004","-","-"
"-","MARKETA LAZAROVÁ","78SET14","-","-"
"01126-01A","-","-","-","-"
"-","-","-","-","-"
"01532-02","-","89FEV","-","-"
"01531-03","-","89FEV","-","-"
"01531-04","-","89FEV","-","-"
"01527-01","-","89","-","-"
"01519-07","-","89","-","-"
"01531-07","-","89FEV","-","-"
"01526-01","-","89","-","-"
"01532-06","-","89FEV","-","-"
"01525-01","YOTSUYA KAIDAN","89","-","-"
"01530-07","-","89FEV","-","-"
"-","ANDRÉ A CARA E A CORAGEM","84MAR09","-","-"
"-","TERRA É SEMPRE TERRA","-","-","-"
"-","-","-","-","-"
"01532-05","-","89FEV","-","-"
"-","-","-","-","-"
"01530-02","-","89FEV","-","-"
"01528-05","-","89","-","-"
"00743-04","-","-","-","-"
"00743-06","-","-","-","-"
"-","-","-","-","-"
"01496-01","-","89","-","-"
"01526-07","-","89","-","-"
"01525-08","-","89","-","-"
"01519-04","-","1989","-","-"
"01518-04","-","89","-","-"
"01526-03","-","89","-","-"
"01532-01","-","89FEV","-","-"
"01525-05","-","89","-","-"
"01521-08","-","89","-","-"
"01526-02","-","89","-","-"
"01531-02","-","89FEV","-","-"
"01522-02","-","89","-","-"
"01522-03","-","89","-","-"
"01528-01","-","89","-","-"
"01528-09","-","89","-","-"
"00747-15","-","-","-","-"
"01125-01","NACKT UNTER WÕLFEN","-","-","-"
"01503-01","-","89","-","-"
"01503-04","-","89","-","-"
"01496-03","SHOKIN KASEGI SATSUMA NO KUBI","89","-","-"
"01503-02","-","89","-","-"
"01533-02","AFFAIRE MAURIZIUS, L'","62MAR20","-","-"
"01515-05","-","89","-","-"
"01517-04","-","89","-","-"
"01519-01","-","89","-","-"
"01527-04","-","89","-","-"
"-","TRI ZLATÉ VLASKY DEDA VSEVEDA","79OUT12","-","-"
"01518-01","-","89","-","-"
"-","TRI ZLATÉ VLASKY DEDA VSEVEDA","-","-","-"
"01526-04","-","89","-","-"
"01522-01","-","89","-","-"
"01526-05","-","89","-","-"
"01525-09","-","89","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"-","APÓLOGO, Um","82FEV","-","-"
"-","APÓLOGO, Um","82FEV","-","-"
"-","-","-","-","-"
"00315-01","-","-","-","-"
"00312-02","-","02","-","-"
"00314-01","-","-","-","-"
"-","MUNDO DE KUMENCHI, O","84MAR02","-","-"
"-","MUNDO DE KUMENCHI, O","84MAR02","-","-"
"00313-01","MUNDO DE KUMENCHI, O","85","-","-"
"00313-05","MUNDO DE KUMENCHI, O","85","-","-"
"00315-06","-","85","-","-"
"00312-04","-","85","-","-"
"-","-","02","-","-"
"-","-","02","-","-"
"-","-","02","-","-"
"-","-","02","-","-"
"-","-","02","-","-"
"-","DÝMKY","79OUT12","-","-"
"-","OBSESSÃO","82JAN","-","-"
"-","HOMEM DAS ENCRENCAS, O","-","-","-"
"-","COMO É BOA NOSSA EMPREGADA","1982","-","-"
"-","VYBORGSKAYA STORONA","-","-","-"
"-","OSTRE SLEDOVANE VLAKY","-","-","-"
"-","LANCE MAIOR","-","-","-"
"-","MAIGRET A PIGALLE","80","-","-"
"-","KDYBY TISÍC KLARINETU","-","-","-"
"-","PÔRTO DAS CAIXAS","-","-","-"
"01552-04","-","89","-","-"
"00627-01","LIMITE","-","-","-"
"-","BLÁZNOVA KRONIKA","-","-","-"
"-","CHAPAEV","-","-","-"
"00170-03","OSWALDO CRUZ","-","-","-"
"00313-02","-","-","-","-"
"00312-10","BAHIA CAMARÁ","-","-","-"
"-","CIDADES DE AÇO, As","84MAR02","-","-"
"-","-","-","-","-"
"00511-01","-","86SET17","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"00170-02","ENCONTRO DAS ÁGUAS","-","-","-"
"00389-12","-","-","-","-"
"-","-","-","-","-"
"-","-","-","-","-"
"00437-04","-","81OUT","-","-"
"-","-","81OUT","-","-"
"-","-","-","-","-"
"-","BONEQUINHA DE SEDA","72 c.","-","-"
"-","-","84","-","-"
"-","-","84","-","-"
"-","-","-","-","-"
"01556-07","-","89FEV","-","-"
"01556-03","-","89FEV","-","-"
"01557-05","-","89FEV","-","-"
"01557-02","-","89FEV","-","-"
"01556-05","-","89FEV","-","-"
"01552-03","-","-","-","-"
"01556-06","HITOKIRI KANNON UTA","89FEV","-","-"
"01556-08","-","89FEV","-","-"
"01557-04","-","89FEV","-","-"
"01553-02","-","89FEV","-","-"
"01552-05","-","-","-","-"
"01551-02","-","89FEV","-","-"
"01551-04","-","89FEV","-","-"
"01527-07","-","89","-","-"
"01557-08","-","89FEV","-","-"
"01551-08","-","89FEV","-","-"
"01557-03","-","89FEV","-","-"
"00663-12","SOCIEDADE ANONYMA FABRICA VOTORANTIM, A","87ABR","-","-"
"-","BURMA VICTORY","-","-","-"
"-","-","-","-","-"
"-","-","81OUT","-","-"
"-","MILLION, Le","72 c.","-","-"
"-","-","62MAR23","-","-"
"-","SAI DA FRENTE","-","-","-"
"-","-","84","-","-"
"01556-01","-","89FEV","-","-"
"01553-05","-","89FEV","-","-"
"01553-04","CHIYARI MUSO","89FEV","-","-"
"01556-02","-","89FEV","-","-"
"01553-03","-","89FEV","-","-"
"01551-03","-","89FEV","-","-"
"01557-01","-","89FEV","-","-"
"01554-09","-","89FEV","-","-"
"01557-07","MARUHI SEKKUSU KYOFUSHO","89FEV","-","-"
"04147-05","VIVEMENT DIMANCHE","95JUL10","-","-"
"01551-01","-","89FEV","-","-"
"01551-06","-","89FEV","-","-"
"01556-04","-","89FEV","-","-"
"01554-06","-","89FEV","-","-"
"01553-01","OBAN","89FEV","-","-"
"01557-06","-","89FEV","-","-"
"01552-01","-","-","-","-"
"01552-06","-","89","-","-"
"01552-07","-","89","-","-"
"00798-06","TICO-TICO NO FUBÁ","-","-","-"
"00796-07","SOBRADO, O","-","-","-"
"00796-18","GATO DE MADAME, O","-","-","-"
"-","CASO DOS IRMÃOS NAVES, O","1980","-","-"
"-","FLORADAS NA SERRA","-","-","-"
"-","REPORTÁZ PSANÁ NA OPRÁTCE","-","-","-"
"-","CANDINHO","81JUN09","-","-"
"01560-02","-","89","-","-"
"01555-08","-","89FEV","-","-"
"01553-07","-","89FEV","-","-"
"01560-01","-","89","-","-"
"01559-04","-","89FEV","-","-"
"01554-01","-","89FEV","-","-"
"01554-02","-","89FEV","-","-"
"01559-03","-","89","-","-"
"01555-07","-","89FEV","-","-"
"01559-09","-","89","-","-"
"01555-02","-","89FEV","-","-"
"01559-02","-","89","-","-"
"01560-03","NAGAGUTSU O HAITA NEKKO","89","-","-"
"-","CASA ASSASSINADA, A","-","-","-"
"01555-05","-","89FEV","-","-"
"01560-04","-","89","-","-"
"01551-07","-","89FEV","-","-"
"01559-05","-","89","-","-"
"01551-05","-","89FEV","-","-"
"01560-08","-","89","-","-"
"01553-06","-","89FEV","-","-"
"-","PAIXÃO DE GAUCHO","-","-","-"
"-","SAFETY LAST","-","-","-"
"-","LUZ APAGADA","-","-","-"
"-","ARARA VERMELHA","84MAI29","-","-"
"01125-05","JANAÍNA A VIRGEM PROIBIDA","-","-","-"
"00796-13","ESTRANHO ENCONTRO","-","-","-"
"01554-08","-","89FEV","-","-"
"01559-07","-","89","-","-"
"01559-06","-","89FEV","-","-"
"01555-01","-","89FEV","-","-"
"01554-07","-","89FEV","-","-"
"01554-05","MITO KOMON","89FEV","-","-"
"01559-01","-","89","-","-"
"01555-04","-","89FEV","-","-"
"01159-02","COPACABANA ME ENGANA","-","-","-"
"01558-01","MUZ Z PRVNIHO STOLETÉ","79","-","-"
"-","BAHIA POR EXEMPLO","-","-","-"
"-","ELISSO","-","-","-"
"-","DOCE MULHER AMADA, A","-","-","-"
"-","-","-","-","-"
"00796-15","CANGACEIRO, O","-","-","-"
"-","PUTAIN RESPECTUEUSE, La","03/62","-","-"
"-","NUDEZ DE ALEXANDRA, A","82JAN","-","-"
"-","BAHIA POR EXEMPLO","-","-","-"
"-","-","-","-","-"
"00526-02","BANDIDO DA LUZ VERMELHA, O","19861013","-","-"
"00277-01","TRILOGIA DE TERROR","86MAR07","-","-"
"-","BARON PRASIL","79OUT12","-","-"
"00514-01","CASO DOS IRMÃOS NAVES, O","19860918","-","-"
"-","CERNY PETR","78SET14","-","-"
"-","OKRAINA","-","-","-"
"-","FILHA DE MADAME BETINA, A","82JAN","-","-"
"-","LASKY JEDNE PLAVOVLASKY","79OUT12","-","-"
"-","CERNY PETR","-","-","-"
"00269-09","CAÇADOR DE ESMERALDAS, O","-","-","-"
"-","MASHENKA","-","-","-"
"-","OSTRE SLEDOVANE VLAKY","78SET14","-","-"
"-","DELKA POLIBKU DEVADESAT","-","-","-"
"-","DESCARTE, O","82JAN","-","-"
"01143-03","PERDIDA","-","-","-"
"-","NINGUÉM SEGURA ESSAS MULHERES","82JAN","-","-"
"01578-03","-","89","-","-"
"01572-09","-","89","-","-"
"01567-02","-","89","-","-"
"01577-09","-","89","-","-"
"-","TERRA É SEMPRE TERRA","-","-","-"
"-","À FLOR DA PELE","-","-","-"
"00910-04","CRISTAIS DE SANGUE","-","-","-"
"-","LENINE V OKTYABR","-","-","-"
"-","NINGUÉM SEGURA ESSAS MULHERES","198201","-","-"
"-","SOU LOUCA POR VOCÊ","-","-","-"
"00910-01","METEORANGO KID","198711","-","-"
"-","GIGANTE, O","80","-","-"
"-","SIGNO DE ESCORPIÃO, O","82","-","-"
"-","MOI UNIVERSITETY","-","-","-"
"-","ANUSKA MANEQUIM E MULHER","-","-","-"
"-","LUZ APAGADA","-","-","-"
"-","LASKY JEDNE PLAVOVLASKY","790UT12","-","-"
"00796-14","CANGACEIRO, O","-","-","-"
"-","LIMITE","87DEZ11","-","-"
"-","HOMEM DE PAPEL : VOLUPIA DE UM DESEJO, O","82JAN","-","-"
"-","MEU NOME É TONHO","19820606","-","-"
"-","NINGUÉM SEGURA ESSAS MULHERES","82JAN","-","-"
"01625-08","SHOKIN KASEGI SATSUMA NO KUBI","89","-","-"
"01626-07","-","89","-","-"
"02309-01e02","-","-","-","-"
"02291-01e02","NASCIMENTO PAIXÃO MORTE SEGUNDO PIRIPAU","-","-","-"
"02286-01e02","UMBANDA E SEUS MISTÉRIOS","-","-","-"
"02250-01e02","GRITO, O","-","-","-"
"02233-01e02","MARAVILHOSO MUNDO DOS MÓVEIS, O","-","-","-"
"02314-01e02","-","-","-","-"
"02178-01e02","TERRA FAZ O HOMEM, A","-","-","-"
"02209-01e02","PETROQUÍMICA NA BAHIA","-","-","-"
"02249-01e02","-","-","-","-"
"02170-01e02","SOSSEGA, CORAÇÃO","-","-","-"
"02264-01e02","FAZENDA ITAMARATY","-","-","-"
"02261-03","-","-","-","-"
"02219-03e04","BRASIL HOJE. N.111","-","-","-"
"02231-01e02","CINEMAS FECHADOS","02","-","-"
"02254-01e02","SONHO PRATEADO NA VIDA DO PINGENTE","-","-","-"
"02312-01e02","QUALQUERUM","-","-","-"
"02176-01e02","PREFEITO, O","-","-","-"
"02171-03e04","ANCHIETA","-","-","-"
"02313-01e02","-","-","-","-"
"02251-01e02","-","-","-","-"
"02199-01e02","VERDE É O MILAGRE","-","-","-"
"02201-01e02","GENTE EM NOTÍCIA","-","-","-"
"02304-03","-","-","-","-"
"02233-03e04","CICLISMO ESPORTE JOVEM DO BRASIL","-","-","-"
"02289-01e02","DEZ ANOS DE U.D.F.","-","-","-"
"02216-01e02","-","-","-","-"
"02299-01e02","MÃOS À OBRA","-","-","-"
"02219-01e02","BRASIL HOJE. N.110","-","-","-"
"02312-03e04","ROSAS VERMELHAS, As","-","-","-"
"02239-01e02","É O CIRCO DE NOVO","-","-","-"
"02255-01","-","-","-","-"
"02194-01","-","-","-","-"
"02194-02","-","-","-","-"
"02252-01","CAMINHOS DO SENHOR, Os","-","-","-"
