"Codigo","TITULO","Data (campo 5)","Data criação (campo 333a)","Criado por (campo 333b)"
"01230-09","SICARIO 77 VIVO O MORTO","-","-","-"
"01228-01","KDYBY TISÍC KLARINETU","-","-","-"
"01224-09","OBCHOD NA KORZE","-","-","-"
"01226-10","DON JUAN À SICILIANA","-","-","-"
"01270-08","MUNDO DA VALMET, O","-","-","-"
"01270-09","DA FINLÂNDIA PARA O BRASIL","-","-","-"
"01230-05","VENDICATORE MASCHERATO, Il","-","-","-"
"01230-06","VENDICATORE MASCHERATO, Il","-","-","-"
"01309-02","REI DA NOITE, O","-","-","-"
"01309-03","REI DA NOITE, O","-","-","-"
"01309-04e05","REI DA NOITE, O","-","-","-"
"01286-06a08","ELITE DEVASSA","-","-","-"
"01286-04","ELITE DEVASSA","-","-","-"
"01286-05","ELITE DEVASSA","-","-","-"
"01221-01","BRUMA SECA","-","-","-"
"01221-03Ae03B","BRUMA SECA","-","-","-"
"01221-02","BRUMA SECA","-","-","-"
"04151-01","-","-","-","-"
"01226-09","DON JUAN À SICILIANA","-","-","-"
"01224-08","OBCHOD NA KORZE","-","-","-"
"01226-07","CISCO, El","-","-","-"
"01226-08","CISCO, El","-","-","-"
"01228-09","NA LANE","-","-","-"
"01225-10","-","-","-","-"
"01225-11","-","-","-","-"
"01225-03","GRANDE DESCONHECIDO, O","-","-","-"
"01225-02","GRANDE DESCONHECIDO, O","-","-","-"
"01280-01","<1a.=Primeira> EXPOINTER","-","-","-"
"01280-02","<1a.=Primeira> EXPOINTER","-","-","-"
"01220-10","SCANDALI NUDI","-","-","-"
"01221-10","AGENTE 077 DALL'ORIENTE CON FURORE","-","-","-"
"01322-01","MULHER QUE SE DISPUTA, A","-","-","-"
"01322-06","MULHER QUE SE DISPUTA, A","-","-","-"
"01322-03","MULHER QUE SE DISPUTA, A","-","-","-"
"01322-02","MULHER QUE SE DISPUTA, A","-","-","-"
"01322-04e05","MULHER QUE SE DISPUTA, A","-","-","-"
"01323-02","TURBILHÃO DE PRAZERES","-","-","-"
"01323-01","TURBILHÃO DE PRAZERES","-","-","-"
"01221-09","AGENTE 077 DALL'ORIENTE CON FURORE","-","-","-"
"01227-08","TARZAK CONTRO GLI UOMINI LEOPARDO","-","-","-"
"04123-02","NIKUTAI NO SEISO","89","-","-"
"01230-01","MUZ Z PRVNIHO STOLETÉ","-","-","-"
"01230-02","MUZ Z PRVNIHO STOLETÉ","-","-","-"
"01220-01","BARAKA SUR X 13","-","-","-"
"01204-10B","KUNG FU CONTRA AS BONECAS","-","-","-"
"01204-10A","KUNG FU CONTRA AS BONECAS","-","-","-"
"01204-11","KUNG FU CONTRA AS BONECAS","-","-","-"
"01284-03","CURUMINS E CUNHANTÃS","-","-","-"
"01284-04e05","CURUMINS E CUNHANTÃS","-","-","-"
"01220-02","BARAKA SUR X 13","-","-","-"
"01220-03","BARAKA SUR X 13","-","-","-"
"01220-04","BARAKA SUR X 13","-","-","-"
"01225-04","DÝMKY","-","-","-"
"01225-05","DÝMKY","-","-","-"
"01224-04","NOTTE DEL GRANDE ASSALTO, La","-","-","-"
"01224-05","NOTTE DEL GRANDE ASSALTO, La","-","-","-"
"01218-06","-","-","-","-"
"01275-05","ALÔ! ALÔ! ALÔ! ALÔ!","-","-","-"
"01275-06","ALÔ! ALÔ! ALÔ! ALÔ!","-","-","-"
"01205-01","CANGACEIRAS ERÓTICAS, As","-","-","-"
"01205-02","CANGACEIRAS ERÓTICAS, As","-","-","-"
"01205-05","CANGACEIRAS ERÓTICAS, AS","-","-","-"
"01203-01","PRISIONEIRO DO SEXO, O","-","-","-"
"01203-04","PRISIONEIRO DO SEXO, O","-","-","-"
"01271-03e04","MARCONDES GADELHA","-","-","-"
"01199-01","CANGACEIRO SANGUINÁRIO, O","-","-","-"
"01199-03","CANGACEIRO SANGUINÁRIO, O","-","-","-"
"01199-02","CANGACEIRO SANGUINÁRIO, O","-","-","-"
"01262-10","VENETA","-","-","-"
"01262-11","VENETA","-","-","-"
"01270-05","DA FINLÂNDIA PARA O BRASIL","-","-","-"
"01270-06","DA FINLÂNDIA PARA O BRASIL","-","-","-"
"01270-07","DA FINLÂNDIA PARA O BRASIL","-","-","-"
"01203-02","PRISIONEIRO DO SEXO, O","-","-","-"
"01203-03","PRISIONEIRO DO SEXO, O","-","-","-"
"01205-03","ILHA DAS CANGACEIRAS VIRGENS, A","-","-","-"
"01165-09B","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01165-09C","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01165-09D","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01205-04","ILHA DAS CANGACEIRAS VIRGENS, A","-","-","-"
"01269-06","AVENIDA PAULISTA","-","-","-"
"01269-07","AVENIDA PAULISTA","-","-","-"
"01269-08","AVENIDA PAULISTA","89SET21","-","-"
"01269-09","AVENIDA PAULISTA","-","-","-"
"01270-03","FINLÂNDIA UM PAÍS QUENTE : VISÃO DE UM BRASILEIRO","-","-","-"
"01270-04","FINLÂNDIA UM PAÍS QUENTE : VISÃO DE UM BRASILEIRO","-","-","-"
"01218-07","-","-","-","-"
"01231-03","PRONTO... C'È UNA CERTA GIULIANA PERTE","-","-","-"
"01231-05","PRONTO... C'È UNA CERTA GIULIANA PERTE","-","-","-"
"01218-08","-","-","-","-"
"01199-09","LUAR DO SERTÃO","-","-","-"
"01199-10","LUAR DO SERTÃO","-","-","-"
"01204-02","CONVITE AO PRAZER, O","-","-","-"
"01204-03","CONVITE AO PRAZER, O","-","-","-"
"01204-01","CONVITE AO PRAZER, O","-","-","-"
"01271-01e02","-","-","-","-"
"01271-07e08","-","-","-","-"
"01146-06","CAMELÔ DA RUA LARGA, O","-","-","-"
"01146-08","CAMELÔ DA RUA LARGA, O","-","-","-"
"01146-07","CAMELÔ DA RUA LARGA, O","-","-","-"
"01270-01","SÃO PAULO - CENTRO 1841-1977","-","-","-"
"01270-02","SÃO PAULO - CENTRO 1841-1977","-","-","-"
"01223-03","OBZALOVANY","-","-","-"
"01223-04","OBZALOVANY","-","-","-"
"01219-03","DJANGO SPARA PER PRIMO","-","-","-"
"01219-04","DJANGO SPARA PER PRIMO","-","-","-"
"01219-09","DIAVOLI DI SPARTIVENTO, I","-","-","-"
"01219-08","DIAVOLI DI SPARTIVENTO, I","-","-","-"
"01250-03A","TRAPALHADAS DE DOM QUIXOTE E SANCHO PANÇA, AS","-","-","-"
"01250-03B","TRAPALHADAS DE DOM QUIXOTE E SANCHO PANÇA, AS","-","-","-"
"01150-09","SE MEU DÓLAR FALASSE","-","-","-"
"01219-01","MONTAGNA DI LUCE, La","-","-","-"
"01219-02","MONTAGNA DI LUCE, La","-","-","-"
"01146-05","RIO VERÃO E AMOR","-","-","-"
"01146-04","RIO VERÃO E AMOR","-","-","-"
"01165-07","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01165-08","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01165-09A","JÁ NÃO SE FAZ AMOR COMO ANTIGAMENTE","-","-","-"
"01204-04","PENSIONATO DAS VIGARISTAS","-","-","-"
"01204-05","PENSIONATO DAS VIGARISTAS","-","-","-"
"01271-05e06","SOL DE UM NOVO DIA, O","-","-","-"
"01150-10","SE MEU DÓLAR FALASSE","-","-","-"
"01150-11","SE MEU DÓLAR FALASSE","-","-","-"
"02806-09","PISCINE, La","-","-","-"
"01201-12","BORDEL : NOITES PROIBIDAS","-","-","-"
"01146-01","RIO VERÃO E AMOR","-","-","-"
"01146-02A","RIO VERÃO E AMOR","-","-","-"
"01146-02B","RIO VERÃO E AMOR","-","-","-"
"01146-02C","RIO VERÃO E AMOR","-","-","-"
"01146-03","RIO VERÃO E AMOR","-","-","-"
"01279-01","INTERIOR DAS MINAS : AS MEMÓRIAS DO DR LUND O HOMEM DE LAGOA SANTA","-","-","-"
"01279-02","INTERIOR DAS MINAS : AS MEMÓRIAS DO DR LUND O HOMEM DE LAGOA SANTA","-","-","-"
"01283-01","ESSAS MULHERES LINDAS NUAS E MARAVILHOSAS","-","-","-"
"01283-03","ESSAS MULHERES LINDAS NUAS E MARAVILHOSAS","-","-","-"
"01283-04","ESSAS MULHERES LINDAS NUAS E MARAVILHOSAS","-","-","-"
"01147-07","FUZILEIRO DO AMOR","-","-","-"
"01197-03a05","SAFADAS, As","-","-","-"
"01197-06a08","SAFADAS, As","-","-","-"
"01197-09","SAFADAS, As","-","-","-"
"01197-01e02","SAFADAS, As","-","-","-"
"01289-01","TAMBORIM DE BAMBA","-","-","-"
"01289-02e05","TAMBORIM DE BAMBA","-","-","-"
"01289-03","TAMBORIM DE BAMBA","-","-","-"
"01147-08","MORAL EM CONCORDATA","-","-","-"
"01199-11","LUAR DO SERTÃO","-","-","-"
"01294-01e02","REGIÃO NORTE","-","-","-"
"01147-09","MORAL EM CONCORDATA","-","-","-"
"01272-01","PETRÓPOLIS","-","-","-"
"01272-02","PETRÓPOLIS","-","-","-"
"01262-08","GROTÃO, O","-","-","-"
"01262-09","GROTÃO, O","-","-","-"
"01147-05","FUZILEIRO DO AMOR","-","-","-"
"01294-03","REGIÃO NORDESTE","-","-","-"
"01294-04","REGIÃO NORDESTE","-","-","-"
"01164-09","EXORCISMO NEGRO","-","-","-"
"01164-10","EXORCISMO NEGRO","-","-","-"
"01164-11","EXORCISMO NEGRO","-","-","-"
"01165-12","AMOR ESTRANHO AMOR","-","-","-"
"01165-10","AMOR ESTRANHO AMOR","-","-","-"
"01165-11","AMOR ESTRANHO AMOR","-","-","-"
"01202-04","MENINA E O ESTUPRADOR, A","-","-","-"
"01202-01","MENINA E O ESTUPRADOR, A","-","-","-"
"01202-03","MENINA E O ESTUPRADOR, A","-","-","-"
"01202-02","MENINA E O ESTUPRADOR, A","-","-","-"
"01269-10","BELA VISTA","-","-","-"
"01269-11","BELA VISTA","-","-","-"
"01269-03","RUAS PARA PEDESTRES","-","-","-"
"01269-04","RUAS PARA PEDESTRES","-","-","-"
"01269-05","RUAS PARA PEDESTRES","-","-","-"
"01149-06","TRÊS HISTÓRIAS DE AMOR","-","-","-"
"01149-08","TRÊS HISTÓRIAS DE AMOR","-","-","-"
"01283-07e08","HORA E A VEZ DO SAMBA, A","-","-","-"
"01149-07","TRÊS HISTÓRIAS DE AMOR","-","-","-"
"01274-05","GRANDE CONQUISTA, A","-","-","-"
"01274-06","GRANDE CONQUISTA, A","-","-","-"
"01274-07","NOVA FACE DE PÔRTO ALEGRE, A","-","-","-"
"01274-08","NOVA FACE DE PÔRTO ALEGRE, A","-","-","-"
"01274-01","RECEITA DE FARTURA","-","-","-"
"01274-02","RECEITA DE FARTURA","-","-","-"
"01283-05","HORA E A VEZ DO SAMBA, A","-","-","-"
"01283-06","HORA E A VEZ DO SAMBA, A","-","-","-"
"01147-06","FUZILEIRO DO AMOR","-","-","-"
"01199-07","GUERRA DOS PELADOS, A","-","-","-"
"01199-08","GUERRA DOS PELADOS, A","-","-","-"
"01202-11","LUTA NOS PAMPAS","-","-","-"
"01202-12","LUTA NOS PAMPAS","-","-","-"
"01202-10","LUTA NOS PAMPAS","-","-","-"
"01281-03","TÉCNICAS FITOSSANITÁRIAS NA AGRICULTURA - 1o.","-","-","-"
"01281-04","TÉCNICAS FITOSSANITÁRIAS NA AGRICULTURA - 1o.","-","-","-"
"01163-05","BEM DOTADO : O HOMEM DE ITU, O","-","-","-"
"01163-06","BEM DOTADO : O HOMEM DE ITU, O","-","-","-"
"01163-07e08","BEM DOTADO : O HOMEM DE ITU, O","-","-","-"
"01150-12","SE MEU DÓLAR FALASSE","-","-","-"
"05010-07","SUPER FÊMEA, A","-","-","-"
"05010-08","SUPER FÊMEA, A","-","-","-"
"05010-11","SUPER FÊMEA, A","-","-","-"
"01218-03","DEGUEYO","-","-","-"
"01218-04","DEGUEYO","-","-","-"
"01223-01","UOMO DI TOLEDO, L'","-","-","-"
"01223-02","UOMO DI TOLEDO, L'","-","-","-"
"01317-01","MÁGOAS DE CABOCLO","-","-","-"
"01317-03e04","MÁGOAS DE CABOCLO","-","-","-"
"01317-05","MÁGOAS DE CABOCLO","-","-","-"
"01317-02","MÁGOAS DE CABOCLO","-","-","-"
"01274-09","FESTA DA UVA","-","-","-"
"01275-07","ALÉM DA MONTANHA AZUL","-","-","-"
"01266-03","<I=Primeira> FEIRA NACIONAL DE INFORMÁTICA","-","-","-"
"01266-04","<I=Primeira> FEIRA NACIONAL DE INFORMÁTICA","-","-","-"
"01321-01","JOGO DA VIDA, O","-","-","-"
"01321-03e04","JOGO DA VIDA, O","-","-","-"
"01314-01","AMOR E... BOLA NA REDE","-","-","-"
"01314-03","AMOR E... BOLA NA REDE","-","-","-"
"01314-04","AMOR E... BOLA NA REDE","-","-","-"
"01314-02","AMOR E... BOLA NA REDE","-","-","-"
"01299-01","CLASSE ROCEIRA, A","-","-","-"
"01299-02","CLASSE ROCEIRA, A","-","-","-"
"01266-01","-","-","-","-"
"01266-02","-","-","-","-"
"01273-01","EVOLUÇÃO DO FUTEBOL BRASILEIRO","-","-","-"
"01273-02","EVOLUÇÃO DO FUTEBOL BRASILEIRO","-","-","-"
"01321-02","JOGO DA VIDA, O","-","-","-"
"01281-07","DIA DE RODEIO","-","-","-"
"01281-08","DIA DE RODEIO","-","-","-"
"01432-01","-","-","-","-"
"01432-02","-","-","-","-"
"01432-03","-","-","-","-"
"01432-04","-","-","-","-"
"01429-01","ROMUALDO E JULIANA","-","-","-"
"01429-02","ROMUALDO E JULIANA","-","-","-"
"01452-05","-","-","-","-"
"01203-07e08","M DA MINHA MÃO, O","-","-","-"
"01440-02","-","-","-","-"
"01266-07","AQUI COMEÇA O FUTURO","-","-","-"
"01266-08","AQUI COMEÇA O FUTURO","-","-","-"
"01281-05","PASTAGEM E MANEJO","-","-","-"
"01281-06","PASTAGEM E MANEJO","-","-","-"
"01440-01","-","-","-","-"
"01263-13","ESTRADAS TRAZEM O PROGRESSO","-","-","-"
"01263-14","ESTRADAS TRAZEM O PROGRESSO","-","-","-"
"01275-09","-","-","-","-"
"01275-10","-","-","-","-"
"01443-02","BAKARUHÁBAN","-","-","-"
"01266-05","FEIRA DA INDÚSTRIA PARANAENSE","-","-","-"
"01266-06","FEIRA DA INDÚSTRIA PARANAENSE","-","-","-"
"01438-03","-","-","-","-"
"01438-05","-","-","-","-"
"01438-06","-","-","-","-"
"01445-02","GERAÇÃO EM FUGA","-","-","-"
"01445-01","GERAÇÃO EM FUGA","-","-","-"
"01435-01","DEUSAS, As","-","-","-"
"01435-02","DEUSAS, As","-","-","-"
"01435-03","DEUSAS, As","-","-","-"
"01435-05e06","DEUSAS, As","-","-","-"
"01203-05","MEUS HOMENS MEUS AMORES","-","-","-"
"01203-06","MEUS HOMENS MEUS AMORES","-","-","-"
"01166-09","EU","-","-","-"
"01295-01e02","-","-","-","-"
"01471-01","LEVANTE DAS SAIAS, O","-","-","-"
"01447-02","BETO ROCKEFELLER","-","-","-"
"01447-05e06","BETO ROCKEFELLER","-","-","-"
"01447-01","BETO ROCKEFELLER","-","-","-"
"01447-03e04","BETO ROCKEFELLER","-","-","-"
"01461-01","JUDOKA, O","-","-","-"
"01461-03e04","JUDOKA, O","-","-","-"
"01461-02","JUDOKA, O","-","-","-"
"01438-04","-","-","-","-"
"01441-02","CRONACHE DI POVERI AMANTI","-","-","-"
"01263-09","IMPLEMENTAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DA CIDADE DO SALVADOR","-","-","-"
"01263-10","IMPLEMENTAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DA CIDADE DO SALVADOR","-","-","-"
"01281-01","PORTO DO SOL CRESCE, O","-","-","-"
"01281-02","PORTO DO SOL CRESCE, O","-","-","-"
"01441-01","CRONACHE DI POVERI AMANTI","-","-","-"
"01458-05","-","-","-","-"
"01203-10","MENINAS QUEREM... E OS COROAS PODEM!, As","-","-","-"
"01283-02","ESSAS MULHERES LINDAS NUAS E MARAVILHOSAS","-","-","-"
"01203-09","MENINAS QUEREM... E OS COROAS PODEM!, As","-","-","-"
"01206-03","MULHERES SEMPRE QUEREM MAIS, As","-","-","-"
"01294-05","REGIÃO CENTRO-OESTE","-","-","-"
"01294-06","-","-","-","-"
"01464-01","INCRÍVEL SEGURO DA CASTIDADE, O","-","-","-"
"01464-02","INCRÍVEL SEGURO DA CASTIDADE, O","-","-","-"
"01464-03","INCRÍVEL SEGURO DA CASTIDADE, O","-","-","-"
"01464-04","INCRÍVEL SEGURO DA CASTIDADE, O","-","-","-"
"01289-06","NOVO TENIS","-","-","-"
"01289-07","NOVO TENIS","-","-","-"
"01279-05","NATURALISTA KRAJSBERG, O","-","-","-"
"01279-06","NATURALISTA KRAJSBERG, O","-","-","-"
"01470-02","RINGO A CAMINHO DO INFERNO","-","-","-"
"01470-03e04","RINGO A CAMINHO DO INFERNO","-","-","-"
"04150-01","TOKIO MONOGATARI","19950619","-","-"
"01263-07","-","-","-","-"
"01263-08","-","-","-","-"
"01279-03","NATUREZA TORTA","-","-","-"
"01279-04","NATUREZA TORTA","-","-","-"
"01449-04","JANAÍNA A VIRGEM PROIBIDA","-","-","-"
"01266-09","-","-","-","-"
"01266-10","-","-","-","-"
"01294-07e08","REGIÃO SUL","-","-","-"
"01449-05","JANAÍNA A VIRGEM PROIBIDA","-","-","-"
"01263-05e06","PÔRTO SEGURO","-","-","-"
"01263-11e12","-","-","-","-"
"01470-01","RINGO A CAMINHO DO INFERNO","-","-","-"
"01293-01","ESTÓRIA DO INDIO ALADO","-","-","-"
"01293-02","ESTÓRIA DO INDIO ALADO","-","-","-"
"01272-03","RECEITA DE FUTEBOL, Uma","-","-","-"
"01457-01","TEUFEL IM FLEISCH","-","-","-"
"01457-02","TEUFEL IM FLEISCH","-","-","-"
"01457-03","TEUFEL IM FLEISCH","-","-","-"
"01279-07","BANDALHEIRA INFERNAL","-","-","-"
"01279-08","BANDALHEIRA INFERNAL","-","-","-"
"01282-08","DESQUITADAS, AS","-","-","-"
"01282-09","DESQUITADAS, AS","-","-","-"
"01282-10","DESQUITADAS, AS","-","-","-"
"01282-11","DESQUITADAS, AS","-","-","-"
"01282-04","DEPRAVADAS, As","-","-","-"
"01282-05","DEPRAVADAS, As","-","-","-"
"01282-06e07","DEPRAVADAS, As","-","-","-"
"01336-03e04","DIA EM QUE O SANTO PECOU, O","-","-","-"
"01336-05","DIA EM QUE O SANTO PECOU, O","-","-","-"
"01466-01","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01466-07e08","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01466-02","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01466-03","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01466-04","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01466-05e06","PARADA 88 - O LIMITE DE ALERTA","-","-","-"
"01164-04","-","-","-","-"
"01164-05","-","-","-","-"
"01279-09e10","BANDALHEIRA INFERNAL","-","-","-"
"01156-01a03","CORISCO O DIABO LOIRO","-","-","-"
"01446-01","-","-","-","-"
"01446-03e04","-","-","-","-"
"01446-02","-","-","-","-"
"01263-03","ABERTURA DE NOVOS CAMINHOS","-","-","-"
"01263-04","ABERTURA DE NOVOS CAMINHOS","-","-","-"
"01255-06","-","-","-","-"
"01253-04","SÓSIA, O","-","-","-"
"01257-04","-","-","-","-"
"01258-10","-","-","-","-"
"01254-09","-","-","-","-"
"01254-10","-","-","-","-"
"01256-07","-","-","-","-"
"01256-08","-","-","-","-"
"01257-07","-","-","-","-"
"01257-08","-","-","-","-"
"01219-05","SMRT SI RIKA ENGELCHEN","-","-","-"
"01219-07","SMRT SI RIKA ENGELCHEN","-","-","-"
"01275-01e02","BR <101=CENTO E UM>","-","-","-"
"01264-01e02","TERRA E GENTE","-","-","-"
"01206-01","MULHERES SEMPRE QUEREM MAIS, As","-","-","-"
"01206-02","MULHERES SEMPRE QUEREM MAIS, As","-","-","-"
"01289-04","Y. TAKAOKA","-","-","-"
"01289-08","Y. TAKAOKA","-","-","-"
"01257-02","-","-","-","-"
"01256-03","-","-","-","-"
"01256-06","REPÓRTER, A","-","-","-"
"01254-03","ASSALTO, O","-","-","-"
"01254-04","ASSALTO, O","-","-","-"
"01258-02","-","-","-","-"
"01252-02","-","-","-","-"
"01253-05","-","-","-","-"
"01253-06","-","-","-","-"
"01253-10","INVENTOR, O","-","-","-"
"01502-01","-","-","-","-"
"01201-10","BORDEL : NOITES PROIBIDAS","-","-","-"
"01201-11","BORDEL : NOITES PROIBIDAS","-","-","-"
"01264-03e04","TERRA E GENTE. N.120 : CONQUISTAMOS UM ESTADO","-","-","-"
"01250-01","TRAPALHADAS DE DOM QUIXOTE E SANCHO PANÇA, AS","-","-","-"
"01250-02","TRAPALHADAS DE DOM QUIXOTE E SANCHO PANÇA, AS","-","-","-"
"01603-01","-","-","-","-"
"01603-02","-","-","-","-"
"01604-01","PRIMEIROS MOMENTOS, Os","-","-","-"
"01604-02","PRIMEIROS MOMENTOS, Os","-","-","-"
"01493-02","GRANDE RODEIO, O","-","-","-"
"01493-01","GRANDE RODEIO, O","-","-","-"
"01480-03","-","-","-","-"
"01480-04","-","-","-","-"
"01336-01","DIA EM QUE O SANTO PECOU, O","-","-","-"
"01336-02","DIA EM QUE O SANTO PECOU, O","-","-","-"
"01264-09e10","ÍCARO","-","-","-"
"01206-04","-","-","-","-"
"01206-05","-","-","-","-"
"01206-06","-","-","-","-"
"01476-01","-","-","-","-"
"01476-02","-","-","-","-"
"01476-03","-","-","-","-"
"01477-01","DIOGUINHO","-","-","-"
"01509-03","QUINTO NON AMMAZZARE","-","-","-"
"01475-01","CHÃO BRUTO","-","-","-"
"01475-02","CHÃO BRUTO","-","-","-"
"01475-03e04","CHÃO BRUTO","-","-","-"
"01499-02","-","-","-","-"
"01504-01","-","-","-","-"
"01504-02","-","-","-","-"
"01497-01","-","-","-","-"
"01497-02","-","-","-","-"
"01511-01","-","-","-","-"
"01511-02","-","-","-","-"
"01511-06","-","-","-","-"
"01511-05","-","-","-","-"
"01511-03e04","-","-","-","-"
"01509-04","QUINTO NON AMMAZZARE","-","-","-"
"01509-05e06","QUINTO NON AMMAZZARE","-","-","-"
"01507-01","-","-","-","-"
"01507-02","-","-","-","-"
"01499-01","-","-","-","-"
"01475-05","-","-","-","-"
"01475-07a10","-","-","-","-"
"01494-03e04","NÚPCIAS VERMELHAS","-","-","-"
"01494-01","NÚPCIAS VERMELHAS","-","-","-"
"01494-02","NÚPCIAS VERMELHAS","-","-","-"
"01483-01","ARTERIAS DE ÁGUA","-","-","-"
"01483-02","ARTERIAS DE ÁGUA","-","-","-"
"01483-03","ARTERIAS DE ÁGUA","-","-","-"
"01495-07","ADULTÉRIO AS REGRAS DO JOGO","-","-","-"
"01495-08","ADULTÉRIO AS REGRAS DO JOGO","-","-","-"
"01584-01","BONE O HOMEM VIRGEM","-","-","-"
"01584-02","BONE O HOMEM VIRGEM","-","-","-"
"01507-03","MATRIMONIO ALL'ITALIANA","-","-","-"
"01507-04","MATRIMONIO ALL'ITALIANA","-","-","-"
"01507-05e06","MATRIMONIO ALL'ITALIANA","-","-","-"
"01588-03","-","-","-","-"
"01588-04","-","-","-","-"
"01483-05","-","-","-","-"
"01598-03","-","-","-","-"
"01598-04","-","-","-","-"
"01514-01","-","-","-","-"
"01514-02","-","-","-","-"
"01514-03a05","-","-","-","-"
"01592-01","SOGRA, A","-","-","-"
"01592-03","SOGRA, A","-","-","-"
"01592-04","SOGRA, A","-","-","-"
"01594-01","MEU PRIMEIRO AMANTE","-","-","-"
"01594-03","MEU PRIMEIRO AMANTE","-","-","-"
"01594-02","MEU PRIMEIRO AMANTE","-","-","-"
"01591-05","HOMEM DOS PAPAGAIOS, O","-","-","-"
"01591-07","HOMEM DOS PAPAGAIOS, O","-","-","-"
"01596-01","BANDIDO ANTÔNIO DÓ, O","-","-","-"
"01596-03e04","BANDIDO ANTÔNIO DÓ, O","-","-","-"
"01596-02","BANDIDO ANTÔNIO DÓ, O","-","-","-"
"01607-05","UM É POUCO, DOIS É BOM","-","-","-"
"01607-06","UM É POUCO, DOIS É BOM","-","-","-"
"01585-01","AMANTE MUITO LOUCA","-","-","-"
"01585-03e04","AMANTE MUITO LOUCA","-","-","-"
"01597-01","PARALELOS TRÁGICOS","-","-","-"
"01597-03e04","PARALELOS TRÁGICOS","-","-","-"
"01597-02","PARALELOS TRÁGICOS","-","-","-"
"01599-02","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01599-01","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01599-03","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01599-04","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01599-05","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01599-06a08","ARIGÓ : FENÔMENOS DO ESPÍRITO DO DR. FRITZ","-","-","-"
"01603-03","YANKEE","-","-","-"
"01603-04","YANKEE","-","-","-"
"01591-06","HOMEM DOS PAPAGAIOS, O","-","-","-"
"01590-01","OVELHA NEGRA : UMA DESPEDIDA DE SOLTEIRO","-","-","-"
"01590-03e04","OVELHA NEGRA : UMA DESPEDIDA DE SOLTEIRO","-","-","-"
"01590-02","OVELHA NEGRA : UMA DESPEDIDA DE SOLTEIRO","-","-","-"
"01585-02","AMANTE MUITO LOUCA","-","-","-"
"01605-01","MARIA SEMPRE MARIA","-","-","-"
"01605-02","MARIA SEMPRE MARIA","-","-","-"
"01596-05","-","-","-","-"
"01596-07","-","-","-","-"
"01596-08","-","-","-","-"
"01596-06","-","-","-","-"
"01586-09","ISTO É STRIP-TEASE","-","-","-"
"01586-10","ISTO É STRIP-TEASE","-","-","-"
"01586-11","ISTO É STRIP-TEASE","-","-","-"
"01589-02","-","-","-","-"
"01607-01","UM É POUCO, DOIS É BOM","-","-","-"
"01607-03","UM É POUCO, DOIS É BOM","-","-","-"
"01607-04","UM É POUCO, DOIS É BOM","-","-","-"
"01607-02","UM É POUCO, DOIS É BOM","-","-","-"
"01588-02","ZARABANDA BING BING","-","-","-"
"01595-01","-","-","-","-"
"01595-03e04","-","-","-","-"
"01595-02","-","-","-","-"
"01592-05","KOMMISSAR X - DREI GOLDENE SCHLANGER","-","-","-"
"01592-06","KOMMISSAR X - DREI GOLDENE SCHLANGER","-","-","-"
"01392-05","-","-","-","-"
"01392-07","-","-","-","-"
"01392-06","-","-","-","-"
"01392-08","-","-","-","-"
"01419-01","-","-","-","-"
"01419-02","-","-","-","-"
"01408-01","CORRIDA EM BUSCA DO AMOR","-","-","-"
"01395-03e04","PAIXÃO DE SERTANEJO","-","-","-"
"01427-02","-","-","-","-"
"01408-02","CORRIDA EM BUSCA DO AMOR","-","-","-"
"01408-02e04","CORRIDA EM BUSCA DO AMOR","-","-","-"
"01408-03","CORRIDA EM BUSCA DO AMOR","-","-","-"
"01406-02","<24=VINTE E QUATRO> HORAS DE SEXO EXPLÍCITO","-","-","-"
"01420-07e08","-","-","-","-"
"01397-02","FILME DEMÊNCIA","-","-","-"
"01397-03e04","FILME DEMÊNCIA","-","-","-"
"01409-09e10","NOITE DOS DUROS, A","-","-","-"
"01409-07e08","MULHERES DO CAIS","-","-","-"
"01400-01","LÍDIA E SEU PRIMEIRO AMANTE","-","-","-"
"01400-03e04","LÍDIA E SEU PRIMEIRO AMANTE","-","-","-"
"01400-05e06","LÍDIA E SEU PRIMEIRO AMANTE","-","-","-"
