"country_name","program_name","FY1946"
"Eastern Europe (not specified)","Voluntary Contributions to Multilateral Organizations, Total",
"Ecuador","Child Survival and Health",
"Ecuador","Department of Defense Security Assistance",
"Ecuador","Development Assistance",
"Ecuador","Economic Support Fund/Security Support Assistance",
"Ecuador","Global Health and Child Survival",
"Ecuador","Inactive Programs",600000
"Ecuador","Migration and Refugee Assistance",
"Ecuador","Narcotics Control",
"Ecuador","Nonproliferation, Anti-Terrorism, Demining and Related",
"Ecuador","Other Active Grant Programs",
"Ecuador","Other State Assistance",
"Ecuador","Other USAID Assistance",
"Ecuador","Other USDA Assistance",
"Ecuador","Peace Corps",
"Ecuador","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Ecuador","Title I",
"Ecuador","Title II",
"Egypt","Child Survival and Health",
"Egypt","Department of Defense Security Assistance",
"Egypt","Development Assistance",
"Egypt","Economic Support Fund/Security Support Assistance",
"Egypt","Global Health and Child Survival",
"Egypt","Inactive Programs",9600000
"Egypt","Migration and Refugee Assistance",
"Egypt","Narcotics Control",
"Egypt","Nonproliferation, Anti-Terrorism, Demining and Related",
"Egypt","Other Active Grant Programs",
"Egypt","Other State Assistance",
"Egypt","Other USAID Assistance",
"Egypt","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Egypt","Title I",
"Egypt","Title II",
"El Salvador","Child Survival and Health",
"El Salvador","Department of Defense Security Assistance",
"El Salvador","Development Assistance",
"El Salvador","Economic Support Fund/Security Support Assistance",
"El Salvador","Food For Education",
"El Salvador","Global Health and Child Survival",
"El Salvador","Inactive Programs",500000
"El Salvador","Migration and Refugee Assistance",
"El Salvador","Millennium Challenge Corporation",
"El Salvador","Narcotics Control",
"El Salvador","Nonproliferation, Anti-Terrorism, Demining and Related",
"El Salvador","Other Active Grant Programs",
"El Salvador","Other State Assistance",
"El Salvador","Other USAID Assistance",
"El Salvador","Peace Corps",
"El Salvador","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"El Salvador","Title I",
"El Salvador","Title II",
"Equatorial Guinea","Development Assistance",
"Equatorial Guinea","Economic Support Fund/Security Support Assistance",
"Equatorial Guinea","Other Active Grant Programs",
"Equatorial Guinea","Other State Assistance",
"Equatorial Guinea","Other USAID Assistance",
"Equatorial Guinea","Peace Corps",
"Equatorial Guinea","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Equatorial Guinea","Title II",
"Eritrea","Child Survival and Health",
"Eritrea","Department of Defense Security Assistance",
"Eritrea","Development Assistance",
"Eritrea","Economic Support Fund/Security Support Assistance",
"Eritrea","Food For Education",
"Eritrea","Global HIV/AIDS Initiative",
"Eritrea","Global Health and Child Survival",
"Eritrea","Migration and Refugee Assistance",
"Eritrea","Nonproliferation, Anti-Terrorism, Demining and Related",
"Eritrea","Other Active Grant Programs",
"Eritrea","Other State Assistance",
"Eritrea","Other USAID Assistance",
"Eritrea","Peace Corps",
"Eritrea","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Eritrea","Title I",
"Eritrea","Title II",
"Eritrea","Title III",
"Estonia","Department of Defense Security Assistance",
"Estonia","Global HIV/AIDS Initiative",
"Estonia","Narcotics Control",
"Estonia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Estonia","Other Active Grant Programs",
"Estonia","Other State Assistance",
"Estonia","Other USAID Assistance",
"Estonia","Peace Corps",
"Estonia","Title I",
"Ethiopia","Child Survival and Health",
"Ethiopia","Department of Defense Security Assistance",
"Ethiopia","Development Assistance",
"Ethiopia","Economic Support Fund/Security Support Assistance",
"Ethiopia","Food For Education",
"Ethiopia","Global HIV/AIDS Initiative",
"Ethiopia","Global Health and Child Survival",
"Ethiopia","Inactive Programs",400000
"Ethiopia","Migration and Refugee Assistance",
"Ethiopia","Narcotics Control",
"Ethiopia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Ethiopia","Other Active Grant Programs",
"Ethiopia","Other State Assistance",
"Ethiopia","Other USAID Assistance",
"Ethiopia","Peace Corps",
"Ethiopia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Ethiopia","Title I",
"Ethiopia","Title II",
"Ethiopia","Title III",
"Eurasia (not specified)","Child Survival and Health",
"Eurasia (not specified)","Department of Defense Security Assistance",
"Eurasia (not specified)","Development Assistance",
"Eurasia (not specified)","Economic Support Fund/Security Support Assistance",
"Eurasia (not specified)","Global HIV/AIDS Initiative",
"Eurasia (not specified)","Global Health and Child Survival",
"Eurasia (not specified)","Inactive Programs",86200000
"Eurasia (not specified)","Migration and Refugee Assistance",
"Eurasia (not specified)","Narcotics Control",
"Eurasia (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",
"Eurasia (not specified)","Other Active Grant Programs",
"Eurasia (not specified)","Other State Assistance",
"Eurasia (not specified)","Other USAID Assistance",
"Eurasia (not specified)","Other USDA Assistance",
"Eurasia (not specified)","Peace Corps",
"Eurasia (not specified)","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Eurasia (not specified)","Title I",
"Eurasia (not specified)","Title II",
"Fiji","Economic Support Fund/Security Support Assistance",
"Fiji","Narcotics Control",
"Fiji","Other Active Grant Programs",
"Fiji","Other State Assistance",
"Fiji","Other USAID Assistance",
"Fiji","Peace Corps",
"Finland","Inactive Programs",9100000
"Finland","Other USAID Assistance",
"Finland","Title I",
"Finland","Title II",
"France","Department of Defense Security Assistance",
"France","Economic Support Fund/Security Support Assistance",
"France","Inactive Programs",302600000
"France","Other Active Grant Programs",
"France","Other USAID Assistance",
"France","Title I",
"France","Title II",
"Gabon","Department of Defense Security Assistance",
"Gabon","Development Assistance",
"Gabon","Economic Support Fund/Security Support Assistance",
"Gabon","Global HIV/AIDS Initiative",
"Gabon","Migration and Refugee Assistance",
"Gabon","Millennium Challenge Corporation",
"Gabon","Narcotics Control",
"Gabon","Other Active Grant Programs",
"Gabon","Other State Assistance",
"Gabon","Other USAID Assistance",
"Gabon","Peace Corps",
"Gabon","Title II",
"Gambia, The","Department of Defense Security Assistance",
"Gambia, The","Development Assistance",
"Gambia, The","Economic Support Fund/Security Support Assistance",
"Gambia, The","Food For Education",
"Gambia, The","Global HIV/AIDS Initiative",
"Gambia, The","Migration and Refugee Assistance",
"Gambia, The","Millennium Challenge Corporation",
"Gambia, The","Other Active Grant Programs",
"Gambia, The","Other State Assistance",
"Gambia, The","Other USAID Assistance",
"Gambia, The","Peace Corps",
"Gambia, The","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Gambia, The","Title I",
"Gambia, The","Title II",
"Georgia","Child Survival and Health",
"Georgia","Department of Defense Security Assistance",
"Georgia","Development Assistance",
"Georgia","Economic Support Fund/Security Support Assistance",
"Georgia","Food For Education",
"Georgia","Global HIV/AIDS Initiative",
"Georgia","Global Health and Child Survival",
"Georgia","Migration and Refugee Assistance",
"Georgia","Millennium Challenge Corporation",
"Georgia","Narcotics Control",
"Georgia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Georgia","Other Active Grant Programs",
"Georgia","Other State Assistance",
"Georgia","Other USAID Assistance",
"Georgia","Other USDA Assistance",
"Georgia","Peace Corps",
"Georgia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Georgia","Title I",
"Georgia","Title II",
"Germany","Department of Defense Security Assistance",
"Germany","Economic Support Fund/Security Support Assistance",
"Germany","Inactive Programs",195800000
"Germany","Migration and Refugee Assistance",
"Germany","Other Active Grant Programs",
"Germany","Other USAID Assistance",
"Germany","Title II",
"Ghana","Child Survival and Health",
"Ghana","Department of Defense Security Assistance",
"Ghana","Development Assistance",
"Ghana","Economic Support Fund/Security Support Assistance",
"Ghana","Food For Education",
"Ghana","Global HIV/AIDS Initiative",
"Ghana","Global Health and Child Survival",
"Ghana","Migration and Refugee Assistance",
"Ghana","Millennium Challenge Corporation",
"Ghana","Narcotics Control",
"Ghana","Other Active Grant Programs",
"Ghana","Other State Assistance",
"Ghana","Other USAID Assistance",
"Ghana","Other USDA Assistance",
"Ghana","Peace Corps",
"Ghana","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Ghana","Title I",
"Ghana","Title II",
"Ghana","Title III",
"Greece","Department of Defense Security Assistance",
"Greece","Economic Support Fund/Security Support Assistance",
"Greece","Inactive Programs",195200000
"Greece","Narcotics Control",
"Greece","Nonproliferation, Anti-Terrorism, Demining and Related",
"Greece","Other Active Grant Programs",
"Greece","Other USAID Assistance",
"Greece","Title I",
"Greece","Title II",
"Grenada","Department of Defense Security Assistance",
"Grenada","Economic Support Fund/Security Support Assistance",
"Grenada","Narcotics Control",
"Grenada","Other Active Grant Programs",
"Grenada","Other State Assistance",
"Grenada","Other USAID Assistance",
"Guatemala","Child Survival and Health",
"Guatemala","Department of Defense Security Assistance",
"Guatemala","Development Assistance",
"Guatemala","Economic Support Fund/Security Support Assistance",
"Guatemala","Food For Education",
"Guatemala","Global Health and Child Survival",
"Guatemala","Inactive Programs",800000
"Guatemala","Migration and Refugee Assistance",
"Guatemala","Narcotics Control",
"Guatemala","Other Active Grant Programs",
"Guatemala","Other State Assistance",
"Guatemala","Other USAID Assistance",
"Guatemala","Peace Corps",
"Guatemala","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Guatemala","Title I",
"Guatemala","Title II",
"Guinea","Child Survival and Health",
"Guinea","Department of Defense Security Assistance",
"Guinea","Development Assistance",
"Guinea","Economic Support Fund/Security Support Assistance",
"Guinea","Food For Education",
"Guinea","Global HIV/AIDS Initiative",
"Guinea","Global Health and Child Survival",
"Guinea","Migration and Refugee Assistance",
"Guinea","Nonproliferation, Anti-Terrorism, Demining and Related",
"Guinea","Other Active Grant Programs",
"Guinea","Other State Assistance",
"Guinea","Other USAID Assistance",
"Guinea","Peace Corps",
"Guinea","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Guinea","Title I",
"Guinea","Title II",
"Guinea","Title III",
"Guinea-Bissau","Department of Defense Security Assistance",
"Guinea-Bissau","Development Assistance",
"Guinea-Bissau","Economic Support Fund/Security Support Assistance",
"Guinea-Bissau","Food For Education",
"Guinea-Bissau","Narcotics Control",
"Guinea-Bissau","Nonproliferation, Anti-Terrorism, Demining and Related",
"Guinea-Bissau","Other Active Grant Programs",
"Guinea-Bissau","Other State Assistance",
"Guinea-Bissau","Other USAID Assistance",
"Guinea-Bissau","Peace Corps",
"Guinea-Bissau","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Guinea-Bissau","Title II",
"Guyana","Child Survival and Health",
"Guyana","Department of Defense Security Assistance",
"Guyana","Development Assistance",
"Guyana","Economic Support Fund/Security Support Assistance",
"Guyana","Global HIV/AIDS Initiative",
"Guyana","Global Health and Child Survival",
"Guyana","Millennium Challenge Corporation",
"Guyana","Narcotics Control",
"Guyana","Other Active Grant Programs",
"Guyana","Other State Assistance",
"Guyana","Other USAID Assistance",
"Guyana","Peace Corps",
"Guyana","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Guyana","Title I",
"Guyana","Title II",
"Guyana","Title III",
"Haiti","Child Survival and Health",
"Haiti","Department of Defense Security Assistance",
"Haiti","Development Assistance",
"Haiti","Economic Support Fund/Security Support Assistance",
"Haiti","Global HIV/AIDS Initiative",
"Haiti","Global Health and Child Survival",
"Haiti","Inactive Programs",300000
"Haiti","Migration and Refugee Assistance",
"Haiti","Narcotics Control",
"Haiti","Other Active Grant Programs",
"Haiti","Other State Assistance",
"Haiti","Other USAID Assistance",
"Haiti","Peace Corps",
"Haiti","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Haiti","Title I",
"Haiti","Title II",
"Haiti","Title III",
"Haiti","Voluntary Contributions to Multilateral Organizations, Total",
"Honduras","Child Survival and Health",
"Honduras","Department of Defense Security Assistance",
"Honduras","Development Assistance",
"Honduras","Economic Support Fund/Security Support Assistance",
"Honduras","Food For Education",
"Honduras","Global HIV/AIDS Initiative",
"Honduras","Global Health and Child Survival",
"Honduras","Inactive Programs",300000
"Honduras","Migration and Refugee Assistance",
"Honduras","Millennium Challenge Corporation",
"Honduras","Narcotics Control",
"Honduras","Other Active Grant Programs",
"Honduras","Other State Assistance",
"Honduras","Other USAID Assistance",
"Honduras","Peace Corps",
"Honduras","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Honduras","Title I",
"Honduras","Title II",
"Honduras","Title III",
"Hungary","Development Assistance",
"Hungary","Inactive Programs",3900000
"Hungary","Narcotics Control",
"Hungary","Nonproliferation, Anti-Terrorism, Demining and Related",
"Hungary","Other Active Grant Programs",
"Hungary","Other State Assistance",
"Hungary","Other USAID Assistance",
"Hungary","Peace Corps",
"Hungary","Title II",
"Iceland","Economic Support Fund/Security Support Assistance",
"Iceland","Inactive Programs",
"Iceland","Other USAID Assistance",
"Iceland","Title I",
"India","Child Survival and Health",
"India","Department of Defense Security Assistance",
"India","Development Assistance",
"India","Economic Support Fund/Security Support Assistance",
"India","Global HIV/AIDS Initiative",
"India","Global Health and Child Survival",
"India","Inactive Programs",39200000
"India","Migration and Refugee Assistance",
"India","Narcotics Control",
"India","Nonproliferation, Anti-Terrorism, Demining and Related",
"India","Other Active Grant Programs",
"India","Other State Assistance",
"India","Other USAID Assistance",
"India","Other USDA Assistance",
"India","Peace Corps",
"India","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"India","Title I",
"India","Title II",
"India","Title III",
"Indonesia","Child Survival and Health",
"Indonesia","Department of Defense Security Assistance",
"Indonesia","Development Assistance",
"Indonesia","Economic Support Fund/Security Support Assistance",
"Indonesia","Global HIV/AIDS Initiative",
"Indonesia","Global Health and Child Survival",
"Indonesia","Inactive Programs",4100000
"Indonesia","Migration and Refugee Assistance",
"Indonesia","Millennium Challenge Corporation",
"Indonesia","Narcotics Control",
"Indonesia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Indonesia","Other Active Grant Programs",
"Indonesia","Other State Assistance",
"Indonesia","Other USAID Assistance",
"Indonesia","Other USDA Assistance",
"Indonesia","Peace Corps",
"Indonesia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Indonesia","Title I",
"Indonesia","Title II",
"Iran","Department of Defense Security Assistance",
"Iran","Economic Support Fund/Security Support Assistance",
"Iran","Inactive Programs",3300000
"Iran","Migration and Refugee Assistance",
"Iran","Other Active Grant Programs",
"Iran","Other State Assistance",
"Iran","Other USAID Assistance",
"Iran","Peace Corps",
"Iran","Title I",
"Iran","Title II",
"Iraq","Child Survival and Health",
"Iraq","Department of Defense Security Assistance",
"Iraq","Development Assistance",
"Iraq","Economic Support Fund/Security Support Assistance",
"Iraq","Inactive Programs",
"Iraq","Migration and Refugee Assistance",
"Iraq","Narcotics Control",
"Iraq","Nonproliferation, Anti-Terrorism, Demining and Related",
"Iraq","Other Active Grant Programs",
"Iraq","Other State Assistance",
"Iraq","Other USAID Assistance",
"Iraq","Other USDA Assistance",
"Iraq","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Iraq","Title I",
"Iraq","Title II",
"Ireland","Economic Support Fund/Security Support Assistance",
"Ireland","Other Active Grant Programs",
"Ireland","Other USAID Assistance",
"Israel","Department of Defense Security Assistance",
"Israel","Development Assistance",
"Israel","Economic Support Fund/Security Support Assistance",
"Israel","Inactive Programs",
"Israel","Migration and Refugee Assistance",
"Israel","Narcotics Control",
"Israel","Nonproliferation, Anti-Terrorism, Demining and Related",
"Israel","Other Active Grant Programs",
"Israel","Other State Assistance",
"Israel","Other USAID Assistance",
"Israel","Other USDA Assistance",
"Israel","Title I",
"Israel","Title II",
"Italy","Department of Defense Security Assistance",
"Italy","Economic Support Fund/Security Support Assistance",
"Italy","Inactive Programs",423300000
"Italy","Narcotics Control",
"Italy","Other Active Grant Programs",
"Italy","Other USAID Assistance",
"Italy","Title I",
"Italy","Title II",
"Jamaica","Child Survival and Health",
"Jamaica","Department of Defense Security Assistance",
"Jamaica","Development Assistance",
"Jamaica","Economic Support Fund/Security Support Assistance",
"Jamaica","Global Health and Child Survival",
"Jamaica","Narcotics Control",
"Jamaica","Nonproliferation, Anti-Terrorism, Demining and Related",
"Jamaica","Other Active Grant Programs",
"Jamaica","Other State Assistance",
"Jamaica","Other USAID Assistance",
"Jamaica","Peace Corps",
"Jamaica","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Jamaica","Title I",
"Jamaica","Title II",
"Japan","Department of Defense Security Assistance",
"Japan","Economic Support Fund/Security Support Assistance",
"Japan","Inactive Programs",106700000
"Japan","Other Active Grant Programs",
"Japan","Other USAID Assistance",
"Japan","Title I",
"Japan","Title II",
"Jordan","Department of Defense Security Assistance",
"Jordan","Development Assistance",
"Jordan","Economic Support Fund/Security Support Assistance",
"Jordan","Inactive Programs",
"Jordan","Migration and Refugee Assistance",
"Jordan","Millennium Challenge Corporation",
"Jordan","Narcotics Control",
"Jordan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Jordan","Other Active Grant Programs",
"Jordan","Other State Assistance",
"Jordan","Other USAID Assistance",
"Jordan","Other USDA Assistance",
"Jordan","Peace Corps",
"Jordan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Jordan","Title I",
"Jordan","Title II",
"Kazakhstan","Child Survival and Health",
"Kazakhstan","Department of Defense Security Assistance",
"Kazakhstan","Development Assistance",
"Kazakhstan","Economic Support Fund/Security Support Assistance",
"Kazakhstan","Global HIV/AIDS Initiative",
"Kazakhstan","Global Health and Child Survival",
"Kazakhstan","Narcotics Control",
"Kazakhstan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Kazakhstan","Other Active Grant Programs",
"Kazakhstan","Other State Assistance",
"Kazakhstan","Other USAID Assistance",
"Kazakhstan","Other USDA Assistance",
"Kazakhstan","Peace Corps",
"Kazakhstan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Kenya","Child Survival and Health",
"Kenya","Department of Defense Security Assistance",
"Kenya","Development Assistance",
"Kenya","Economic Support Fund/Security Support Assistance",
"Kenya","Food For Education",
"Kenya","Global HIV/AIDS Initiative",
"Kenya","Global Health and Child Survival",
"Kenya","Migration and Refugee Assistance",
"Kenya","Millennium Challenge Corporation",
"Kenya","Narcotics Control",
"Kenya","Nonproliferation, Anti-Terrorism, Demining and Related",
"Kenya","Other Active Grant Programs",
"Kenya","Other State Assistance",
"Kenya","Other USAID Assistance",
"Kenya","Other USDA Assistance",
"Kenya","Peace Corps",
"Kenya","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Kenya","Title I",
"Kenya","Title II",
"Kenya","Title III",
"Kiribati","Peace Corps",
"Korea, North","Department of Defense Security Assistance",
"Korea, North","Economic Support Fund/Security Support Assistance",
"Korea, North","Nonproliferation, Anti-Terrorism, Demining and Related",
"Korea, North","Other Active Grant Programs",
"Korea, North","Other State Assistance",
"Korea, North","Other USAID Assistance",
"Korea, North","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Korea, North","Title II",
"Korea, South","Economic Support Fund/Security Support Assistance",
"Korea, South","Inactive Programs",5600000
"Korea, South","Migration and Refugee Assistance",
"Korea, South","Narcotics Control",
"Korea, South","Nonproliferation, Anti-Terrorism, Demining and Related",
"Korea, South","Other Active Grant Programs",
"Korea, South","Other State Assistance",
"Korea, South","Other USAID Assistance",
"Korea, South","Other USDA Assistance",
"Korea, South","Peace Corps",
"Korea, South","Title I",
"Korea, South","Title II",
"Kosovo","Child Survival and Health",
"Kosovo","Economic Support Fund/Security Support Assistance",
"Kosovo","Migration and Refugee Assistance",
"Kosovo","Narcotics Control",
"Kosovo","Nonproliferation, Anti-Terrorism, Demining and Related",
"Kosovo","Other Active Grant Programs",
"Kosovo","Other State Assistance",
"Kosovo","Other USAID Assistance",
"Kosovo","Title I",
"Kuwait","Economic Support Fund/Security Support Assistance",
"Kuwait","Nonproliferation, Anti-Terrorism, Demining and Related",
"Kuwait","Other Active Grant Programs",
"Kuwait","Other State Assistance",
"Kyrgyzstan","Child Survival and Health",
"Kyrgyzstan","Department of Defense Security Assistance",
"Kyrgyzstan","Development Assistance",
"Kyrgyzstan","Economic Support Fund/Security Support Assistance",
"Kyrgyzstan","Food For Education",
"Kyrgyzstan","Global HIV/AIDS Initiative",
"Kyrgyzstan","Global Health and Child Survival",
"Kyrgyzstan","Migration and Refugee Assistance",
"Kyrgyzstan","Millennium Challenge Corporation",
"Kyrgyzstan","Narcotics Control",
"Kyrgyzstan","Nonproliferation, Anti-Terrorism, Demining and Related",
"Kyrgyzstan","Other Active Grant Programs",
"Kyrgyzstan","Other State Assistance",
"Kyrgyzstan","Other USAID Assistance",
"Kyrgyzstan","Peace Corps",
"Kyrgyzstan","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Kyrgyzstan","Title I",
"Kyrgyzstan","Title II",
"Laos","Child Survival and Health",
"Laos","Department of Defense Security Assistance",
"Laos","Development Assistance",
"Laos","Economic Support Fund/Security Support Assistance",
"Laos","Food For Education",
"Laos","Global Health and Child Survival",
"Laos","Migration and Refugee Assistance",
"Laos","Narcotics Control",
"Laos","Nonproliferation, Anti-Terrorism, Demining and Related",
"Laos","Other Active Grant Programs",
"Laos","Other State Assistance",
"Laos","Other USAID Assistance",
"Laos","Peace Corps",
"Laos","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Laos","Title II",
"Latin America & Caribbean (not specified)","Child Survival and Health",
"Latin America & Caribbean (not specified)","Department of Defense Security Assistance",
"Latin America & Caribbean (not specified)","Development Assistance",
"Latin America & Caribbean (not specified)","Economic Support Fund/Security Support Assistance",
"Latin America & Caribbean (not specified)","Global HIV/AIDS Initiative",
"Latin America & Caribbean (not specified)","Global Health and Child Survival",
"Latin America & Caribbean (not specified)","Inactive Programs",
"Latin America & Caribbean (not specified)","Migration and Refugee Assistance",
"Latin America & Caribbean (not specified)","Millennium Challenge Corporation",
"Latin America & Caribbean (not specified)","Narcotics Control",
"Latin America & Caribbean (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",
"Latin America & Caribbean (not specified)","Other Active Grant Programs",
"Latin America & Caribbean (not specified)","Other State Assistance",
"Latin America & Caribbean (not specified)","Other USAID Assistance",
"Latin America & Caribbean (not specified)","Other USDA Assistance",
"Latin America & Caribbean (not specified)","Peace Corps",
"Latin America & Caribbean (not specified)","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Latin America & Caribbean (not specified)","Title II",
"Latin America & Caribbean (not specified)","Voluntary Contributions to Multilateral Organizations, Total",
"Latvia","Child Survival and Health",
"Latvia","Department of Defense Security Assistance",
"Latvia","Migration and Refugee Assistance",
"Latvia","Narcotics Control",
"Latvia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Latvia","Other Active Grant Programs",
"Latvia","Other State Assistance",
"Latvia","Other USAID Assistance",
"Latvia","Peace Corps",
"Latvia","Title I",
"Lebanon","Department of Defense Security Assistance",
"Lebanon","Development Assistance",
"Lebanon","Economic Support Fund/Security Support Assistance",
"Lebanon","Food For Education",
"Lebanon","Inactive Programs",1600000
"Lebanon","Migration and Refugee Assistance",
"Lebanon","Narcotics Control",
"Lebanon","Nonproliferation, Anti-Terrorism, Demining and Related",
"Lebanon","Other Active Grant Programs",
"Lebanon","Other State Assistance",
"Lebanon","Other USAID Assistance",
"Lebanon","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Lebanon","Title I",
"Lebanon","Title II",
"Lesotho","Child Survival and Health",
"Lesotho","Department of Defense Security Assistance",
"Lesotho","Development Assistance",
"Lesotho","Economic Support Fund/Security Support Assistance",
"Lesotho","Global HIV/AIDS Initiative",
"Lesotho","Global Health and Child Survival",
"Lesotho","Millennium Challenge Corporation",
"Lesotho","Nonproliferation, Anti-Terrorism, Demining and Related",
"Lesotho","Other Active Grant Programs",
"Lesotho","Other State Assistance",
"Lesotho","Other USAID Assistance",
"Lesotho","Peace Corps",
"Lesotho","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Lesotho","Title II",
"Liberia","Child Survival and Health",
"Liberia","Department of Defense Security Assistance",
"Liberia","Development Assistance",
"Liberia","Economic Support Fund/Security Support Assistance",
"Liberia","Food For Education",
"Liberia","Global HIV/AIDS Initiative",
"Liberia","Global Health and Child Survival",
"Liberia","Inactive Programs",6800000
"Liberia","Migration and Refugee Assistance",
"Liberia","Millennium Challenge Corporation",
"Liberia","Narcotics Control",
"Liberia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Liberia","Other Active Grant Programs",
"Liberia","Other State Assistance",
"Liberia","Other USAID Assistance",
"Liberia","Peace Corps",
"Liberia","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Liberia","Title I",
"Liberia","Title II",
"Liberia","Voluntary Contributions to Multilateral Organizations, Total",
"Libya","Department of Defense Security Assistance",
"Libya","Economic Support Fund/Security Support Assistance",
"Libya","Inactive Programs",
"Libya","Narcotics Control",
"Libya","Nonproliferation, Anti-Terrorism, Demining and Related",
"Libya","Other Active Grant Programs",
"Libya","Other State Assistance",
"Libya","Other USAID Assistance",
"Libya","Peace Corps",
"Libya","Title II",
"Lithuania","Department of Defense Security Assistance",
"Lithuania","Narcotics Control",
"Lithuania","Nonproliferation, Anti-Terrorism, Demining and Related",
"Lithuania","Other Active Grant Programs",
"Lithuania","Other State Assistance",
"Lithuania","Other USAID Assistance",
"Lithuania","Peace Corps",
"Lithuania","Title I",
"Macedonia, Former Yugoslav Republic","Child Survival and Health",
"Macedonia, Former Yugoslav Republic","Department of Defense Security Assistance",
"Macedonia, Former Yugoslav Republic","Development Assistance",
"Macedonia, Former Yugoslav Republic","Economic Support Fund/Security Support Assistance",
"Macedonia, Former Yugoslav Republic","Migration and Refugee Assistance",
"Macedonia, Former Yugoslav Republic","Narcotics Control",
"Macedonia, Former Yugoslav Republic","Nonproliferation, Anti-Terrorism, Demining and Related",
"Macedonia, Former Yugoslav Republic","Other Active Grant Programs",
"Macedonia, Former Yugoslav Republic","Other State Assistance",
"Macedonia, Former Yugoslav Republic","Other USAID Assistance",
"Macedonia, Former Yugoslav Republic","Other USDA Assistance",
"Macedonia, Former Yugoslav Republic","Peace Corps",
"Macedonia, Former Yugoslav Republic","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Macedonia, Former Yugoslav Republic","Title I",
"Macedonia, Former Yugoslav Republic","Title II",
"Madagascar","Child Survival and Health",
"Madagascar","Department of Defense Security Assistance",
"Madagascar","Development Assistance",
"Madagascar","Economic Support Fund/Security Support Assistance",
"Madagascar","Food For Education",
"Madagascar","Global HIV/AIDS Initiative",
"Madagascar","Global Health and Child Survival",
"Madagascar","Millennium Challenge Corporation",
"Madagascar","Narcotics Control",
"Madagascar","Nonproliferation, Anti-Terrorism, Demining and Related",
"Madagascar","Other Active Grant Programs",
"Madagascar","Other State Assistance",
"Madagascar","Other USAID Assistance",
"Madagascar","Other USDA Assistance",
"Madagascar","Peace Corps",
"Madagascar","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Madagascar","Title I",
"Madagascar","Title II",
"Malawi","Child Survival and Health",
"Malawi","Department of Defense Security Assistance",
"Malawi","Development Assistance",
"Malawi","Economic Support Fund/Security Support Assistance",
"Malawi","Food For Education",
"Malawi","Global HIV/AIDS Initiative",
"Malawi","Global Health and Child Survival",
"Malawi","Migration and Refugee Assistance",
"Malawi","Millennium Challenge Corporation",
"Malawi","Narcotics Control",
"Malawi","Nonproliferation, Anti-Terrorism, Demining and Related",
"Malawi","Other Active Grant Programs",
"Malawi","Other State Assistance",
"Malawi","Other USAID Assistance",
"Malawi","Peace Corps",
"Malawi","Section 416(b)/ Commodity Credit Corporation Food for Progress",
"Malawi","Title I",
"Malawi","Title II",
"Malaysia","Department of Defense Security Assistance",
"Malaysia","Economic Support Fund/Security Support Assistance",
"Malaysia","Migration and Refugee Assistance",
"Malaysia","Narcotics Control",
"Malaysia","Nonproliferation, Anti-Terrorism, Demining and Related",
"Malaysia","Other Active Grant Programs",
